Cell	Coordinate_1(m)	Coordinate_2(m)	Uave(m/s)	Depth(m)	m-index	Tau(Pa)
Cell_1958	1.445783133	0.4572	0.485418018	0.120704983	0.14285714285714285	0.9446852003709555
Cell_1959	1.445783133	0.39624	0.482680191	0.121032612	0.14285714285714285	0.9326063433909794
Cell_1960	1.445783133	0.33528	0.477335369	0.120544516	0.14285714285714285	0.9118690202744741
Cell_1961	1.445783133	0.27432	0.467630008	0.119992147	0.14285714285714285	0.8740243029116402
Cell_1962	1.445783133	0.21336	0.44937569	0.120123091	0.14285714285714285	0.8025648276211392
Cell_1963	1.445783133	0.1524	0.422476603	0.119772345	0.14285714285714285	0.704005557012509
Cell_1964	1.445783133	0.09144	0.383760939	0.120075647	0.14285714285714285	0.5726343728089369
Cell_1965	1.445783133	0.03048	0.332589795	0.119804136	0.14285714285714285	0.42169703738037556
Cell_1966	1.445783133	-0.03048	0.266831196	0.118711342	0.14285714285714285	0.26402325858905823
Cell_1967	1.445783133	-0.09144	0.187822087	0.118796886	0.14285714285714285	0.12554993821741017
Cell_1968	1.445783133	-0.1524	0.106298209	0.118496122	0.14285714285714285	0.0389602458712336
Cell_1969	1.445783133	-0.21336	0.032811182	0.117206889	0.14285714285714285	0.004257198186588013
Cell_1970	1.445783133	-0.27432	0.036955772	0.115968894	0.14285714285714285	0.0051154337723395525
Cell_1971	1.445783133	-0.33528	0.052785795	0.116496098	0.14285714285714285	0.009954504542624329
Cell_1972	1.445783133	-0.39624	0.057489373	0.117091866	0.14285714285714285	0.011696868185214997
Cell_1973	1.445783133	-0.4572	0.0591182	0.116475788	0.14285714285714285	0.012357580948560123
Cell_1974	1.445783133	-0.51816	0.058442625	0.11579852	0.14285714285714285	0.01210766418325416
Cell_1975	1.445783133	-0.57912	0.056225682	0.115422094	0.14285714285714285	0.011254424855090784
Cell_1976	1.445783133	-0.64008	0.053149196	0.116697839	0.14285714285714285	0.010080355978895339
Cell_1977	1.445783133	-0.70104	0.049741556	0.118121151	0.14285714285714285	0.008861906933886747
Cell_1978	1.445783133	-0.762	0.046757793	0.118521369	0.14285714285714285	0.007879722406529148
Cell_1979	1.445783133	-0.82296	0.04399765	0.118543427	0.14285714285714285	0.007030039900721717
Cell_1980	1.445783133	-0.88392	0.042156921	0.118546831	0.14285714285714285	0.006491055380242292
Cell_1981	1.506024096	0.88392	0.473030508	0.119054215	0.14285714285714285	0.8978257076707077
Cell_1982	1.506024096	0.82296	0.481270131	0.119062994	0.14285714285714285	0.9314517390096656
Cell_1983	1.506024096	0.762	0.485919909	0.119067398	0.14285714285714285	0.9507073039912215
Cell_1984	1.506024096	0.70104	0.488241985	0.119090216	0.14285714285714285	0.9603479672385757
Cell_1985	1.506024096	0.64008	0.489117816	0.119501253	0.14285714285714285	0.9630087705660562
Cell_1986	1.506024096	0.57912	0.488388366	0.120471011	0.14285714285714285	0.9575984627376459
Cell_1987	1.506024096	0.51816	0.486773945	0.120479364	0.14285714285714285	0.9508528508237892
Cell_1988	1.506024096	0.4572	0.484616261	0.119831019	0.14285714285714285	0.9434491454919477
Cell_1989	1.506024096	0.39624	0.480713092	0.120332827	0.14285714285714285	0.9261627741213746
Cell_1990	1.506024096	0.33528	0.474515312	0.120149837	0.14285714285714285	0.9013251274803397
Cell_1991	1.506024096	0.27432	0.46430554	0.119113819	0.14285714285714285	0.8627557598407625
Cell_1992	1.506024096	0.21336	0.447802149	0.118682668	0.14285714285714285	0.7995126313700159
Cell_1993	1.506024096	0.1524	0.422957717	0.118222728	0.14285714285714285	0.7085346127044899
Cell_1994	1.506024096	0.09144	0.387168562	0.118063563	0.14285714285714285	0.5866077846635349
Cell_1995	1.506024096	0.03048	0.338279957	0.117527442	0.14285714285714285	0.4398812899543486
Cell_1996	1.506024096	-0.03048	0.276094715	0.11678457	0.14285714285714285	0.2853851214396248
Cell_1997	1.506024096	-0.09144	0.201868439	0.117022654	0.14285714285714285	0.1467602884406914
Cell_1998	1.506024096	-0.1524	0.124669697	0.116955814	0.14285714285714285	0.05401894859156964
Cell_1999	1.506024096	-0.21336	0.051168123	0.115791726	0.14285714285714285	0.009399268397353642
Cell_2000	1.506024096	-0.27432	0.020407466	0.114541183	0.14285714285714285	0.001865352312455872
Cell_2001	1.506024096	-0.33528	0.049346926	0.114807581	0.14285714285714285	0.008796855083898101
Cell_2002	1.506024096	-0.39624	0.057973715	0.115295567	0.14285714285714285	0.011936511710864314
Cell_2003	1.506024096	-0.4572	0.061105561	0.114201264	0.14285714285714285	0.013241843051919317
Cell_2004	1.506024096	-0.51816	0.061136899	0.113383821	0.14285714285714285	0.013278342575875724
Cell_2005	1.506024096	-0.57912	0.058930956	0.113619086	0.14285714285714285	0.012366469607168099
Cell_2006	1.506024096	-0.64008	0.055722993	0.116019439	0.14285714285714285	0.011049473860703228
Cell_2007	1.506024096	-0.70104	0.052182116	0.118166912	0.14285714285714285	0.00970337253025246
Cell_2008	1.506024096	-0.762	0.049246794	0.118558537	0.14285714285714285	0.008687522712234292
Cell_2009	1.506024096	-0.82296	0.046522547	0.118580421	0.14285714285714285	0.0078043573868595
Cell_2010	1.506024096	-0.88392	0.044729243	0.118584195	0.14285714285714285	0.007249660138637013
Cell_2011	1.56626506	0.88392	0.471361816	0.119059688	0.14285714285714285	0.8910761238736772
Cell_2012	1.56626506	0.82296	0.479705168	0.119065672	0.14285714285714285	0.9267128699860803
Cell_2013	1.56626506	0.762	0.484609171	0.119061611	0.14285714285714285	0.9452699747859055
Cell_2014	1.56626506	0.70104	0.487300774	0.119071692	0.14285714285714285	0.9564570481103619
Cell_2015	1.56626506	0.64008	0.488772731	0.119375255	0.14285714285714285	0.9618718023799413
Cell_2016	1.56626506	0.57912	0.489210591	0.119766064	0.14285714285714285	0.9627494250414635
Cell_2017	1.56626506	0.51816	0.488274052	0.119368667	0.14285714285714285	0.9598004263865038
Cell_2018	1.56626506	0.4572	0.486256723	0.118701714	0.14285714285714285	0.9530017122768143
Cell_2019	1.56626506	0.39624	0.482676045	0.11890098	0.14285714285714285	0.9376442061480887
Cell_2020	1.56626506	0.33528	0.476263271	0.118748721	0.14285714285714285	0.9116641171760372
Cell_2021	1.56626506	0.27432	0.466751066	0.117933063	0.14285714285714285	0.8751271512655457
Cell_2022	1.56626506	0.21336	0.450999619	0.117322584	0.14285714285714285	0.8160668869278627
Cell_2023	1.56626506	0.1524	0.426409088	0.116550455	0.14285714285714285	0.7240995905428067
Cell_2024	1.56626506	0.09144	0.391271191	0.116525685	0.14285714285714285	0.6024129899725565
Cell_2025	1.56626506	0.03048	0.343390535	0.11626496	0.14285714285714285	0.4557482988212859
Cell_2026	1.56626506	-0.03048	0.282942024	0.115753231	0.14285714285714285	0.301528023382622
Cell_2027	1.56626506	-0.09144	0.21227786	0.116062389	0.14285714285714285	0.1635844397735881
Cell_2028	1.56626506	-0.1524	0.138519157	0.116004934	0.14285714285714285	0.0671798200121035
Cell_2029	1.56626506	-0.21336	0.068148353	0.11485873	0.14285714285714285	0.016319410795698715
Cell_2030	1.56626506	-0.27432	0.004414539	0.113550481	0.14285714285714285	0.00012826350453031774
Cell_2031	1.56626506	-0.33528	0.041089404	0.11391296	0.14285714285714285	0.006254411760653909
Cell_2032	1.56626506	-0.39624	0.05678533	0.114088337	0.14285714285714285	0.011505881526257289
Cell_2033	1.56626506	-0.4572	0.061777879	0.112757417	0.14285714285714285	0.01356819998323539
Cell_2034	1.56626506	-0.51816	0.062861611	0.111782939	0.14285714285714285	0.014067239975413546
Cell_2035	1.56626506	-0.57912	0.060937604	0.111998219	0.14285714285714285	0.013239867229656371
Cell_2036	1.56626506	-0.64008	0.057831417	0.114941644	0.14285714285714285	0.011892657787084324
Cell_2037	1.56626506	-0.70104	0.054241663	0.118124216	0.14285714285714285	0.010445123075256755
Cell_2038	1.56626506	-0.762	0.051268487	0.118603846	0.14285714285714285	0.009373189074834145
Cell_2039	1.56626506	-0.82296	0.048577898	0.118626186	0.14285714285714285	0.008464965248075449
Cell_2040	1.56626506	-0.88392	0.04682192	0.118630306	0.14285714285714285	0.007898096327967036
Cell_2041	1.626506024	0.88392	0.469678201	0.11906348	0.14285714285714285	0.8859094930778211
Cell_2042	1.626506024	0.82296	0.478111174	0.11906663	0.14285714285714285	0.918471233001787
Cell_2043	1.626506024	0.762	0.483259607	0.119052428	0.14285714285714285	0.9396958556103386
Cell_2044	1.626506024	0.70104	0.486279445	0.119052556	0.14285714285714285	0.9522414888253912
Cell_2045	1.626506024	0.64008	0.488204751	0.119225128	0.14285714285714285	0.9598616037833072
Cell_2046	1.626506024	0.57912	0.489599454	0.119352131	0.14285714285714285	0.9653944255078553
Cell_2047	1.626506024	0.51816	0.489575941	0.118454806	0.14285714285714285	0.9675129687484657
Cell_2048	1.626506024	0.4572	0.487770699	0.117625117	0.14285714285714285	0.9619899412778835
Cell_2049	1.626506024	0.39624	0.484754281	0.117912603	0.14285714285714285	0.9486665448090186
Cell_2050	1.626506024	0.33528	0.478671268	0.117428033	0.14285714285714285	0.9246534652166366
Cell_2051	1.626506024	0.27432	0.468412787	0.116955444	0.14285714285714285	0.8840216460381347
Cell_2052	1.626506024	0.21336	0.45232357	0.116471648	0.14285714285714285	0.8215447746443101
Cell_2053	1.626506024	0.1524	0.427504514	0.115811728	0.14285714285714285	0.7294981289247932
Cell_2054	1.626506024	0.09144	0.392328115	0.115855887	0.14285714285714285	0.6069743656012179
Cell_2055	1.626506024	0.03048	0.345271588	0.115566134	0.14285714285714285	0.46196663236812585
Cell_2056	1.626506024	-0.03048	0.28695074	0.115080325	0.14285714285714285	0.3112832490411082
Cell_2057	1.626506024	-0.09144	0.219752078	0.11544218	0.14285714285714285	0.17628387616917843
Cell_2058	1.626506024	-0.1524	0.149313838	0.115333561	0.14285714285714285	0.07855010843930506
Cell_2059	1.626506024	-0.21336	0.081497415	0.114177175	0.14285714285714285	0.0231936992046219
Cell_2060	1.626506024	-0.27432	0.019869949	0.11275302	0.14285714285714285	0.0017870142170932615
Cell_2061	1.626506024	-0.33528	0.029919022	0.11300848	0.14285714285714285	0.0036555622598566295
Cell_2062	1.626506024	-0.39624	0.053536553	0.113284389	0.14285714285714285	0.010303212190927617
Cell_2063	1.626506024	-0.4572	0.061515403	0.111778328	0.14285714285714285	0.013489754500797677
Cell_2064	1.626506024	-0.51816	0.06375407	0.110718071	0.14285714285714285	0.014490147180920931
Cell_2065	1.626506024	-0.57912	0.062290911	0.110949309	0.14285714285714285	0.013847533396747717
Cell_2066	1.626506024	-0.64008	0.05927536	0.114163253	0.14285714285714285	0.012489093015287738
Cell_2067	1.626506024	-0.70104	0.055734257	0.117783017	0.14285714285714285	0.011008336867530409
Cell_2068	1.626506024	-0.762	0.052687628	0.118655988	0.14285714285714285	0.009871501142735863
Cell_2069	1.626506024	-0.82296	0.050051813	0.11868004	0.14285714285714285	0.008955229402962216
Cell_2070	1.626506024	-0.88392	0.048336735	0.118684193	0.14285714285714285	0.008384822913621002
Cell_2071	1.686746988	0.88392	0.467870695	0.119071542	0.14285714285714285	0.8770410603699194
Cell_2072	1.686746988	0.82296	0.476367731	0.119072974	0.14285714285714285	0.9113334950667075
Cell_2073	1.686746988	0.762	0.481705099	0.119050118	0.14285714285714285	0.9332761974772191
Cell_2074	1.686746988	0.70104	0.484979749	0.119025116	0.14285714285714285	0.9468978806449528
Cell_2075	1.686746988	0.64008	0.487285732	0.119151825	0.14285714285714285	0.956198575679839
Cell_2076	1.686746988	0.57912	0.48901189	0.119211374	0.14285714285714285	0.963275995263707
Cell_2077	1.686746988	0.51816	0.489691257	0.118074818	0.14285714285714285	0.9689439455021929
Cell_2078	1.686746988	0.4572	0.488166066	0.116796966	0.14285714285714285	0.9657224198291433
Cell_2079	1.686746988	0.39624	0.484527626	0.117173344	0.14285714285714285	0.9495369789294126
Cell_2080	1.686746988	0.33528	0.478533375	0.116838746	0.14285714285714285	0.9255042328061113
Cell_2081	1.686746988	0.27432	0.467742126	0.116259986	0.14285714285714285	0.8829277641532163
Cell_2082	1.686746988	0.21336	0.450974	0.116031848	0.14285714285714285	0.8172618760724278
Cell_2083	1.686746988	0.1524	0.426009266	0.115225738	0.14285714285714285	0.7251762835448992
Cell_2084	1.686746988	0.09144	0.391260846	0.1153707	0.14285714285714285	0.6042189039347049
Cell_2085	1.686746988	0.03048	0.345833402	0.115057045	0.14285714285714285	0.464205923959535
Cell_2086	1.686746988	-0.03048	0.289964595	0.11442981	0.14285714285714285	0.31886461980815317
Cell_2087	1.686746988	-0.09144	0.225782639	0.11474113	0.14285714285714285	0.187242301945355
Cell_2088	1.686746988	-0.1524	0.158311073	0.114640359	0.14285714285714285	0.08882663865542673
Cell_2089	1.686746988	-0.21336	0.092632085	0.113506423	0.14285714285714285	0.029942378590800015
Cell_2090	1.686746988	-0.27432	0.033010076	0.112054389	0.14285714285714285	0.004351025050161026
Cell_2091	1.686746988	-0.33528	0.021675526	0.112256805	0.14285714285714285	0.002083144581750134
Cell_2092	1.686746988	-0.39624	0.048665081	0.112475868	0.14285714285714285	0.008616357909430512
Cell_2093	1.686746988	-0.4572	0.060375525	0.110983883	0.14285714285714285	0.0130386094876128
Cell_2094	1.686746988	-0.51816	0.063968916	0.109769043	0.14285714285714285	0.014622657880163401
Cell_2095	1.686746988	-0.57912	0.063051314	0.109956274	0.14285714285714285	0.014210468958080345
Cell_2096	1.686746988	-0.64008	0.06012513	0.113492036	0.14285714285714285	0.012855811951996012
Cell_2097	1.686746988	-0.70104	0.056606581	0.117579845	0.14285714285714285	0.01134305782956509
Cell_2098	1.686746988	-0.762	0.053545147	0.118714939	0.14285714285714285	0.010176101633198547
Cell_2099	1.686746988	-0.82296	0.050975493	0.118742237	0.14285714285714285	0.009270316212741174
Cell_2100	1.686746988	-0.88392	0.049321229	0.11874631	0.14285714285714285	0.008709653383463453
Cell_2101	1.746987952	0.88392	0.465857284	0.119089003	0.14285714285714285	0.8689718173115231
Cell_2102	1.746987952	0.82296	0.474387384	0.11909002	0.14285714285714285	0.9032403689293961
Cell_2103	1.746987952	0.762	0.479818763	0.119061689	0.14285714285714285	0.9254823420249171
Cell_2104	1.746987952	0.70104	0.483194135	0.119028139	0.14285714285714285	0.9394831002971857
Cell_2105	1.746987952	0.64008	0.485512295	0.119262987	0.14285714285714285	0.9485367384119185
Cell_2106	1.746987952	0.57912	0.487247772	0.119396113	0.14285714285714285	0.9554447917457602
Cell_2107	1.746987952	0.51816	0.487945799	0.118294693	0.14285714285714285	0.9610649817561474
Cell_2108	1.746987952	0.4572	0.486887519	0.116663655	0.14285714285714285	0.9606809336406453
Cell_2109	1.746987952	0.39624	0.482997151	0.116527053	0.14285714285714285	0.9447508235401813
Cell_2110	1.746987952	0.33528	0.476737473	0.116217445	0.14285714285714285	0.9196098226396405
Cell_2111	1.746987952	0.27432	0.465932202	0.115759101	0.14285714285714285	0.8768141237017468
Cell_2112	1.746987952	0.21336	0.449090687	0.115460757	0.14285714285714285	0.8112128078060177
Cell_2113	1.746987952	0.1524	0.424572695	0.114681501	0.14285714285714285	0.7209993212343374
Cell_2114	1.746987952	0.09144	0.390578923	0.114720251	0.14285714285714285	0.6030075498942318
Cell_2115	1.746987952	0.03048	0.346406936	0.114590755	0.14285714285714285	0.46643672025961924
Cell_2116	1.746987952	-0.03048	0.292681233	0.113983549	0.14285714285714285	0.3256740826267133
Cell_2117	1.746987952	-0.09144	0.231033455	0.114155619	0.14285714285714285	0.19667187730635252
Cell_2118	1.746987952	-0.1524	0.165762916	0.114136805	0.14285714285714285	0.09786507067291432
Cell_2119	1.746987952	-0.21336	0.101731113	0.112917451	0.14285714285714285	0.03616578502272269
Cell_2120	1.746987952	-0.27432	0.043242489	0.111434682	0.14285714285714285	0.006920080731123019
Cell_2121	1.746987952	-0.33528	0.01740778	0.111627968	0.14285714285714285	0.0014212580741774297
Cell_2122	1.746987952	-0.39624	0.043728085	0.111877181	0.14285714285714285	0.007057983991949565
Cell_2123	1.746987952	-0.4572	0.058180851	0.11038369	0.14285714285714285	0.012164631262565073
Cell_2124	1.746987952	-0.51816	0.063203838	0.109039813	0.14285714285714285	0.014313080131076315
Cell_2125	1.746987952	-0.57912	0.062905243	0.109360928	0.14285714285714285	0.01416820858655466
Cell_2126	1.746987952	-0.64008	0.060050745	0.113307952	0.14285714285714285	0.012830994535343148
Cell_2127	1.746987952	-0.70104	0.056744341	0.117500747	0.14285714285714285	0.011397906159362967
Cell_2128	1.746987952	-0.762	0.053762598	0.118780104	0.14285714285714285	0.010253288615557188
Cell_2129	1.746987952	-0.82296	0.051314483	0.118812156	0.14285714285714285	0.009384665833861331
Cell_2130	1.746987952	-0.88392	0.049750577	0.118815837	0.14285714285714285	0.008850925218529312
Cell_2131	1.807228916	0.88392	0.463606218	0.119119238	0.14285714285714285	0.8599767560111032
Cell_2132	1.807228916	0.82296	0.472139588	0.119121542	0.14285714285714285	0.8940715883425627
Cell_2133	1.807228916	0.762	0.477554646	0.119093749	0.14285714285714285	0.9161293726354443
Cell_2134	1.807228916	0.70104	0.480828006	0.11907309	0.14285714285714285	0.9296062971604087
Cell_2135	1.807228916	0.64008	0.482748473	0.119440443	0.14285714285714285	0.9366531258872534
Cell_2136	1.807228916	0.57912	0.484075608	0.119927267	0.14285714285714285	0.9409796529044163
Cell_2137	1.807228916	0.51816	0.484671261	0.118823209	0.14285714285714285	0.946104437444427
Cell_2138	1.807228916	0.4572	0.483995288	0.116920318	0.14285714285714285	0.9479404338196328
Cell_2139	1.807228916	0.39624	0.481033678	0.116148834	0.14285714285714285	0.9375186346300263
Cell_2140	1.807228916	0.33528	0.474680868	0.115870171	0.14285714285714285	0.9120090552567959
Cell_2141	1.807228916	0.27432	0.464154205	0.115276449	0.14285714285714285	0.8708025004360606
Cell_2142	1.807228916	0.21336	0.447457082	0.115113046	0.14285714285714285	0.8056680242568508
Cell_2143	1.807228916	0.1524	0.423242837	0.114355655	0.14285714285714285	0.7180477466776394
Cell_2144	1.807228916	0.09144	0.389824438	0.114540376	0.14285714285714285	0.6008043419812925
Cell_2145	1.807228916	0.03048	0.346661201	0.114314401	0.14285714285714285	0.46751615760851484
Cell_2146	1.807228916	-0.03048	0.294439022	0.113906122	0.14285714285714285	0.32993923755275884
Cell_2147	1.807228916	-0.09144	0.234815008	0.114170565	0.14285714285714285	0.20355636620799425
Cell_2148	1.807228916	-0.1524	0.171527697	0.113978651	0.14285714285714285	0.10513481957666763
Cell_2149	1.807228916	-0.21336	0.108900037	0.112820318	0.14285714285714285	0.04148865469707107
Cell_2150	1.807228916	-0.27432	0.051263462	0.111315394	0.14285714285714285	0.009533708086392754
Cell_2151	1.807228916	-0.33528	0.016959992	0.111628898	0.14285714285714285	0.001357894058165467
Cell_2152	1.807228916	-0.39624	0.039024648	0.111892275	0.14285714285714285	0.005710720989654885
Cell_2153	1.807228916	-0.4572	0.055325008	0.110437045	0.14285714285714285	0.011045024830453878
Cell_2154	1.807228916	-0.51816	0.061420515	0.109171365	0.14285714285714285	0.013540170049799218
Cell_2155	1.807228916	-0.57912	0.061810371	0.109453916	0.14285714285714285	0.013696449308718979
Cell_2156	1.807228916	-0.64008	0.059251909	0.113695841	0.14285714285714285	0.01249360911228962
Cell_2157	1.807228916	-0.70104	0.056080195	0.117841829	0.14285714285714285	0.011137628475205103
Cell_2158	1.807228916	-0.762	0.0534135	0.118864279	0.14285714285714285	0.010125142700006959
Cell_2159	1.807228916	-0.82296	0.051115901	0.118888715	0.14285714285714285	0.009314384414006725
Cell_2160	1.807228916	-0.88392	0.049687002	0.118891772	0.14285714285714285	0.008828026533871259
Cell_2161	1.86746988	0.88392	0.461150136	0.119162593	0.14285714285714285	0.8501931439028763
Cell_2162	1.86746988	0.82296	0.469674871	0.119167346	0.14285714285714285	0.8840484557554518
Cell_2163	1.86746988	0.762	0.47501529	0.119145047	0.14285714285714285	0.9056625299405716
Cell_2164	1.86746988	0.70104	0.47809466	0.119129218	0.14285714285714285	0.9182545086997272
Cell_2165	1.86746988	0.64008	0.479409205	0.119547798	0.14285714285714285	0.922658129946526
Cell_2166	1.86746988	0.57912	0.479706798	0.120358912	0.14285714285714285	0.9219771766742657
Cell_2167	1.86746988	0.51816	0.480198381	0.119530562	0.14285714285714285	0.9259346180581303
Cell_2168	1.86746988	0.4572	0.479967679	0.117397099	0.14285714285714285	0.9300700816325285
Cell_2169	1.86746988	0.39624	0.478026494	0.116291724	0.14285714285714285	0.9247346274105831
Cell_2170	1.86746988	0.33528	0.472176172	0.115547459	0.14285714285714285	0.9025536589877217
Cell_2171	1.86746988	0.27432	0.461776428	0.11521767	0.14285714285714285	0.8614483347215842
Cell_2172	1.86746988	0.21336	0.445070047	0.114953891	0.14285714285714285	0.7968526899223648
Cell_2173	1.86746988	0.1524	0.421019169	0.114292731	0.14285714285714285	0.7101219466474182
Cell_2174	1.86746988	0.09144	0.387961569	0.114442799	0.14285714285714285	0.5948268628380499
Cell_2175	1.86746988	0.03048	0.345994192	0.114287101	0.14285714285714285	0.4656246507397801
Cell_2176	1.86746988	-0.03048	0.295056573	0.113862086	0.14285714285714285	0.33146017723994087
Cell_2177	1.86746988	-0.09144	0.23714718	0.114144683	0.14285714285714285	0.2078864794387732
Cell_2178	1.86746988	-0.1524	0.175605504	0.114183835	0.14285714285714285	0.11036123449050438
Cell_2179	1.86746988	-0.21336	0.114158932	0.113152813	0.14285714285714285	0.04562721244798896
Cell_2180	1.86746988	-0.27432	0.05710782	0.111888918	0.14285714285714285	0.011693153120444182
Cell_2181	1.86746988	-0.33528	0.018777438	0.112070381	0.14285714285714285	0.0016210873518161097
Cell_2182	1.86746988	-0.39624	0.035368547	0.112482718	0.14285714285714285	0.004756426707189137
Cell_2183	1.86746988	-0.4572	0.052664416	0.110883873	0.14285714285714285	0.010044717344895523
Cell_2184	1.86746988	-0.51816	0.059703098	0.109671372	0.14285714285714285	0.012805292162820215
Cell_2185	1.86746988	-0.57912	0.060572949	0.109830453	0.14285714285714285	0.013161051017488334
Cell_2186	1.86746988	-0.64008	0.058162146	0.113974078	0.14285714285714285	0.012051048388693938
Cell_2187	1.86746988	-0.70104	0.055056365	0.118366401	0.14285714285714285	0.010738254530489284
Cell_2188	1.86746988	-0.762	0.052595165	0.118958353	0.14285714285714285	0.009830439812254255
Cell_2189	1.86746988	-0.82296	0.050477394	0.118970032	0.14285714285714285	0.009093748892865862
Cell_2190	1.86746988	-0.88392	0.049195594	0.11897276	0.14285714285714285	0.008662333390986952
Cell_2191	1.927710843	0.88392	0.458570724	0.119216397	0.14285714285714285	0.8399636618761723
Cell_2192	1.927710843	0.82296	0.467106037	0.119223491	0.14285714285714285	0.8736459847407997
Cell_2193	1.927710843	0.762	0.472431639	0.119208064	0.14285714285714285	0.8966924277580615
Cell_2194	1.927710843	0.70104	0.4754722	0.11919992	0.14285714285714285	0.9073948364911231
Cell_2195	1.927710843	0.64008	0.476800427	0.119333139	0.14285714285714285	0.9124917089005478
Cell_2196	1.927710843	0.57912	0.476623529	0.119831066	0.14285714285714285	0.9122900362789516
Cell_2197	1.927710843	0.51816	0.476546028	0.119360888	0.14285714285714285	0.9130633964476654
Cell_2198	1.927710843	0.4572	0.476650243	0.11738061	0.14285714285714285	0.9164695542251681
Cell_2199	1.927710843	0.39624	0.474706092	0.116427095	0.14285714285714285	0.9107820959903663
Cell_2200	1.927710843	0.33528	0.469564324	0.115659642	0.14285714285714285	0.8916809661302196
Cell_2201	1.927710843	0.27432	0.459156914	0.115176411	0.14285714285714285	0.8511529752258342
Cell_2202	1.927710843	0.21336	0.442909798	0.114840668	0.14285714285714285	0.7888523952618681
Cell_2203	1.927710843	0.1524	0.419287543	0.114107966	0.14285714285714285	0.7030179298349312
Cell_2204	1.927710843	0.09144	0.386775832	0.114200167	0.14285714285714285	0.5913235847053829
Cell_2205	1.927710843	0.03048	0.345663929	0.114128887	0.14285714285714285	0.464869842418155
Cell_2206	1.927710843	-0.03048	0.296032651	0.113678546	0.14285714285714285	0.3339742467181122
Cell_2207	1.927710843	-0.09144	0.23947505	0.114011993	0.14285714285714285	0.21257503240038275
Cell_2208	1.927710843	-0.1524	0.178999143	0.114116471	0.14285714285714285	0.11488741442995239
Cell_2209	1.927710843	-0.21336	0.11829813	0.113513725	0.14285714285714285	0.048972401959970886
Cell_2210	1.927710843	-0.27432	0.061733668	0.112382569	0.14285714285714285	0.01356192606062578
Cell_2211	1.927710843	-0.33528	0.021218306	0.112642907	0.14285714285714285	0.002005135810647738
Cell_2212	1.927710843	-0.39624	0.03197868	0.112878068	0.14285714285714285	0.004108453446074464
Cell_2213	1.927710843	-0.4572	0.049591495	0.111276522	0.14285714285714285	0.008954568371775648
Cell_2214	1.927710843	-0.51816	0.057478632	0.109848584	0.14285714285714285	0.011898571887964537
Cell_2215	1.927710843	-0.57912	0.058793208	0.109974042	0.14285714285714285	0.012421558181508306
Cell_2216	1.927710843	-0.64008	0.056954096	0.113897258	0.14285714285714285	0.011578689078292482
Cell_2217	1.927710843	-0.70104	0.05380183	0.118328775	0.14285714285714285	0.010279710699793946
Cell_2218	1.927710843	-0.762	0.051423961	0.1190435	0.14285714285714285	0.009417669394676158
Cell_2219	1.927710843	-0.82296	0.049500149	0.119055227	0.14285714285714285	0.00876220762339715
Cell_2220	1.927710843	-0.88392	0.048371969	0.119057456	0.14285714285714285	0.008389249778568617
Cell_2221	1.987951807	0.88392	0.455935494	0.119276349	0.14285714285714285	0.829569454455104
Cell_2222	1.987951807	0.82296	0.46450821	0.119283751	0.14285714285714285	0.8631862306024292
Cell_2223	1.987951807	0.762	0.469924093	0.119268449	0.14285714285714285	0.8848224368365805
Cell_2224	1.987951807	0.70104	0.473133134	0.119255972	0.14285714285714285	0.8977779277865277
Cell_2225	1.987951807	0.64008	0.475113333	0.119221793	0.14285714285714285	0.9058832876204531
Cell_2226	1.987951807	0.57912	0.475905548	0.11913735	0.14285714285714285	0.9109695334480692
Cell_2227	1.987951807	0.51816	0.475687896	0.118624493	0.14285714285714285	0.909611023961283
Cell_2228	1.987951807	0.4572	0.475057923	0.117457738	0.14285714285714285	0.9114467208156063
Cell_2229	1.987951807	0.39624	0.472254466	0.116701116	0.14285714285714285	0.9001437922602922
Cell_2230	1.987951807	0.33528	0.466593436	0.116317432	0.14285714285714285	0.8781813814064188
Cell_2231	1.987951807	0.27432	0.456063185	0.11595835	0.14285714285714285	0.837235328785918
Cell_2232	1.987951807	0.21336	0.440173957	0.115718561	0.14285714285714285	0.776673418082922
Cell_2233	1.987951807	0.1524	0.417007124	0.115137299	0.14285714285714285	0.6941537532344031
Cell_2234	1.987951807	0.09144	0.385167281	0.11505862	0.14285714285714285	0.5847263981323964
Cell_2235	1.987951807	0.03048	0.3449377	0.115029598	0.14285714285714285	0.46166706259263895
Cell_2236	1.987951807	-0.03048	0.296375004	0.114656076	0.14285714285714285	0.33392611338183764
Cell_2237	1.987951807	-0.09144	0.240732856	0.115084457	0.14285714285714285	0.21408602662202503
Cell_2238	1.987951807	-0.1524	0.181260896	0.115246067	0.14285714285714285	0.11771005850687216
Cell_2239	1.987951807	-0.21336	0.121146872	0.114776804	0.14285714285714285	0.05123494129656352
Cell_2240	1.987951807	-0.27432	0.064914571	0.114355296	0.14285714285714285	0.014870809370777224
Cell_2241	1.987951807	-0.33528	0.022934927	0.114323851	0.14285714285714285	0.0022890719258381303
Cell_2242	1.987951807	-0.39624	0.028269184	0.114738307	0.14285714285714285	0.0032979011920285946
Cell_2243	1.987951807	-0.4572	0.045567386	0.114015003	0.14285714285714285	0.007585723220962647
Cell_2244	1.987951807	-0.51816	0.053507689	0.112584799	0.14285714285714285	0.01030998791973692
Cell_2245	1.987951807	-0.57912	0.05525497	0.112447838	0.14285714285714285	0.01096432335553917
